,ID,Name,Age,Photo,Nationality,Flag,Potential,Club Logo,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Jersey Number,Joined,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,WorkFront,WorkBack
4445,137373,M. Gobbi,37,https://cdn.sofifa.org/players/4/19/137373.png,Italy,https://cdn.sofifa.org/flags/27.png,71,https://cdn.sofifa.org/teams/2/light/50.png,270000.0,1867,Left,2.0,3.0,3.0,No,18.0,"Aug 19, 2018",6.0,76.36,64.0,64.0,64.0,65.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,68.0,68.0,68.0,66.0,71.0,72.0,72.0,72.0,71.0,71.0,73.0,73.0,73.0,71.0,79.0,44.0,68.0,71.0,55.0,68.0,76.0,45.0,71.0,69.0,47.0,63.0,60.0,69.0,65.0,75.0,67.0,53.0,69.0,70.0,71.0,75.0,60.0,52.0,55.0,79.0,65.0,78.0,79.0,7.0,7.0,14.0,9.0,11.0,Medium, High
995,214097,B. Bourigeaud,24,https://cdn.sofifa.org/players/4/19/214097.png,France,https://cdn.sofifa.org/flags/18.png,81,https://cdn.sofifa.org/teams/2/light/74.png,11500000.0,2049,Right,1.0,3.0,4.0,No,14.0,"Jun 14, 2017",5.10,68.18,73.0,73.0,73.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,73.0,72.0,72.0,72.0,73.0,70.0,65.0,65.0,65.0,70.0,78.0,70.0,53.0,79.0,63.0,75.0,75.0,78.0,75.0,77.0,73.0,70.0,70.0,78.0,69.0,77.0,71.0,77.0,65.0,76.0,72.0,71.0,74.0,76.0,76.0,76.0,38.0,68.0,63.0,14.0,7.0,15.0,11.0,15.0,High, High
5425,192449,M. Stiepermann,27,https://cdn.sofifa.org/players/4/19/192449.png,Germany,https://cdn.sofifa.org/flags/21.png,70,https://cdn.sofifa.org/teams/2/light/1792.png,1900000.0,1920,Left,1.0,2.0,3.0,No,18.0,"Aug 6, 2017",6.3,86.36,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,69.0,68.0,68.0,68.0,69.0,65.0,63.0,64.0,69.0,65.0,69.0,68.0,67.0,66.0,71.0,64.0,73.0,67.0,68.0,53.0,84.0,41.0,85.0,76.0,71.0,74.0,63.0,71.0,70.0,58.0,66.0,61.0,68.0,62.0,8.0,12.0,9.0,7.0,8.0,Medium, Medium
7702,216078,F. Raičević,24,https://cdn.sofifa.org/players/4/19/216078.png,Montenegro,https://cdn.sofifa.org/flags/15.png,71,https://cdn.sofifa.org/teams/2/light/1844.png,1000000.0,1545,Right,1.0,3.0,2.0,No,31.0,"Aug 28, 2018",6.2,75.0,68.0,68.0,68.0,60.0,64.0,64.0,64.0,60.0,62.0,62.0,62.0,58.0,57.0,57.0,57.0,58.0,44.0,46.0,46.0,46.0,44.0,43.0,44.0,44.0,44.0,43.0,25.0,67.0,76.0,60.0,68.0,55.0,43.0,25.0,49.0,68.0,61.0,65.0,63.0,61.0,62.0,70.0,76.0,61.0,74.0,66.0,49.0,25.0,65.0,50.0,49.0,60.0,18.0,21.0,24.0,8.0,7.0,15.0,13.0,6.0,High, Low
5161,203889,Y. Touzghar,31,https://cdn.sofifa.org/players/4/19/203889.png,Tunisia,https://cdn.sofifa.org/flags/145.png,70,https://cdn.sofifa.org/teams/2/light/294.png,1600000.0,1700,Right,1.0,3.0,3.0,No,14.0,"Jul 1, 2018",5.10,75.0,70.0,70.0,70.0,67.0,68.0,68.0,68.0,67.0,65.0,65.0,65.0,65.0,59.0,59.0,59.0,65.0,49.0,47.0,47.0,47.0,49.0,46.0,43.0,43.0,43.0,46.0,51.0,67.0,69.0,62.0,69.0,66.0,40.0,55.0,57.0,67.0,68.0,76.0,80.0,68.0,74.0,70.0,80.0,70.0,73.0,64.0,55.0,18.0,74.0,44.0,62.0,60.0,18.0,20.0,21.0,14.0,14.0,7.0,15.0,12.0,High, Low
12566,169602,A. Eckersley,32,https://cdn.sofifa.org/players/4/19/169602.png,England,https://cdn.sofifa.org/flags/14.png,63,https://cdn.sofifa.org/teams/2/light/100805.png,200000.0,1701,Left,1.0,2.0,2.0,No,44.0,"Jan 31, 2017",5.9,76.36,57.0,57.0,57.0,59.0,58.0,58.0,58.0,59.0,58.0,58.0,58.0,60.0,59.0,59.0,59.0,60.0,64.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,64.0,59.0,39.0,55.0,59.0,49.0,60.0,52.0,44.0,54.0,60.0,68.0,69.0,60.0,63.0,59.0,63.0,79.0,72.0,75.0,60.0,78.0,60.0,46.0,51.0,41.0,61.0,61.0,61.0,60.0,8.0,8.0,11.0,10.0,7.0,Medium, Medium
1060,229261,D. Zakaria,21,https://cdn.sofifa.org/players/4/19/229261.png,Switzerland,https://cdn.sofifa.org/flags/47.png,85,https://cdn.sofifa.org/teams/2/light/23.png,13000000.0,1980,Right,1.0,3.0,3.0,No,17.0,"Jul 1, 2017",6.3,80.0,70.0,70.0,70.0,73.0,73.0,73.0,73.0,73.0,75.0,75.0,75.0,75.0,77.0,77.0,77.0,75.0,79.0,81.0,81.0,81.0,79.0,79.0,80.0,80.0,80.0,79.0,64.0,56.0,65.0,82.0,28.0,73.0,60.0,46.0,79.0,79.0,74.0,86.0,67.0,73.0,63.0,69.0,65.0,79.0,83.0,51.0,88.0,77.0,63.0,76.0,39.0,73.0,81.0,78.0,81.0,12.0,12.0,7.0,13.0,11.0,Medium, Medium
2862,178287,S. Arfield,29,https://cdn.sofifa.org/players/4/19/178287.png,Canada,https://cdn.sofifa.org/flags/70.png,73,https://cdn.sofifa.org/teams/2/light/86.png,3800000.0,1993,Right,1.0,3.0,3.0,Yes,7.0,"Jul 1, 2018",5.10,80.0,71.0,71.0,71.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,71.0,71.0,69.0,67.0,67.0,67.0,69.0,71.0,68.0,62.0,75.0,61.0,73.0,72.0,65.0,72.0,74.0,66.0,66.0,70.0,71.0,77.0,71.0,72.0,80.0,70.0,66.0,67.0,66.0,72.0,73.0,62.0,80.0,61.0,64.0,62.0,13.0,13.0,9.0,13.0,16.0,High, High
17074,223029,H. Acar,23,https://cdn.sofifa.org/players/4/19/223029.png,Turkey,https://cdn.sofifa.org/flags/48.png,64,https://cdn.sofifa.org/teams/2/light/101020.png,130000.0,1497,Right,1.0,3.0,2.0,No,8.0,"Jul 1, 2018",6.0,75.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,54.0,55.0,55.0,55.0,54.0,54.0,55.0,55.0,55.0,54.0,43.0,41.0,53.0,63.0,32.0,59.0,45.0,44.0,55.0,52.0,52.0,63.0,56.0,51.0,56.0,54.0,63.0,56.0,51.0,39.0,57.0,43.0,48.0,59.0,52.0,49.0,60.0,54.0,47.0,10.0,7.0,11.0,9.0,12.0,Medium, Medium
9879,232439,L. Vignali,22,https://cdn.sofifa.org/players/4/19/232439.png,Italy,https://cdn.sofifa.org/flags/27.png,77,https://cdn.sofifa.org/teams/2/light/110741.png,950000.0,1793,Right,1.0,3.0,3.0,No,24.0,"Jul 1, 2015",6.0,75.0,63.0,63.0,63.0,65.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,65.0,65.0,65.0,66.0,67.0,66.0,66.0,66.0,67.0,67.0,64.0,64.0,64.0,67.0,65.0,52.0,62.0,65.0,54.0,64.0,57.0,50.0,63.0,66.0,68.0,73.0,61.0,63.0,66.0,63.0,64.0,74.0,58.0,62.0,64.0,63.0,60.0,63.0,57.0,59.0,66.0,61.0,61.0,11.0,7.0,8.0,13.0,9.0,Medium, Medium
1237,224540,E. Boateng,22,https://cdn.sofifa.org/players/4/19/224540.png,Ghana,https://cdn.sofifa.org/flags/117.png,82,https://cdn.sofifa.org/teams/2/light/1853.png,10500000.0,1908,Right,1.0,4.0,3.0,No,21.0,"Aug 16, 2017",5.9,62.27,77.0,77.0,77.0,75.0,75.0,75.0,75.0,75.0,73.0,73.0,73.0,73.0,65.0,65.0,65.0,73.0,60.0,56.0,56.0,56.0,60.0,58.0,54.0,54.0,54.0,58.0,57.0,75.0,71.0,69.0,73.0,78.0,55.0,41.0,46.0,76.0,89.0,88.0,89.0,72.0,79.0,78.0,92.0,79.0,72.0,64.0,64.0,37.0,73.0,56.0,64.0,65.0,36.0,35.0,33.0,15.0,13.0,13.0,14.0,12.0,High, High
8123,190058,D. Sorgić,28,https://cdn.sofifa.org/players/4/19/190058.png,Serbia,https://cdn.sofifa.org/flags/51.png,67,https://cdn.sofifa.org/teams/2/light/1715.png,800000.0,1671,Right,1.0,3.0,2.0,No,9.0,"Jul 20, 2016",5.10,70.0,67.0,67.0,67.0,64.0,66.0,66.0,66.0,64.0,66.0,66.0,66.0,63.0,62.0,62.0,62.0,63.0,50.0,52.0,52.0,52.0,50.0,48.0,46.0,46.0,46.0,48.0,46.0,71.0,56.0,67.0,54.0,59.0,57.0,56.0,60.0,68.0,53.0,58.0,74.0,60.0,77.0,70.0,69.0,73.0,64.0,65.0,57.0,22.0,77.0,55.0,53.0,64.0,30.0,38.0,27.0,9.0,7.0,14.0,12.0,13.0,Medium, Medium
468,202695,J. Tarkowski,25,https://cdn.sofifa.org/players/4/19/202695.png,England,https://cdn.sofifa.org/flags/14.png,83,https://cdn.sofifa.org/teams/2/light/1796.png,15500000.0,1858,Right,1.0,4.0,2.0,Yes,5.0,"Feb 1, 2016",6.4,81.36,60.0,60.0,60.0,61.0,62.0,62.0,62.0,61.0,64.0,64.0,64.0,65.0,69.0,69.0,69.0,65.0,73.0,77.0,77.0,77.0,73.0,75.0,80.0,80.0,80.0,75.0,59.0,36.0,80.0,73.0,40.0,66.0,54.0,57.0,72.0,70.0,55.0,63.0,58.0,75.0,57.0,63.0,82.0,69.0,81.0,38.0,79.0,79.0,43.0,66.0,52.0,79.0,79.0,82.0,80.0,14.0,8.0,12.0,9.0,7.0,Medium, Medium
4164,229948,J. Harper,22,https://cdn.sofifa.org/players/4/19/229948.png,Scotland,https://cdn.sofifa.org/flags/42.png,79,https://cdn.sofifa.org/teams/2/light/573.png,3500000.0,1735,Left,1.0,3.0,3.0,No,30.0,"Jan 4, 2017",6.1,78.18,71.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,68.0,69.0,62.0,62.0,62.0,69.0,54.0,51.0,51.0,51.0,54.0,51.0,47.0,47.0,47.0,51.0,58.0,74.0,62.0,63.0,63.0,68.0,54.0,52.0,53.0,72.0,73.0,75.0,71.0,65.0,65.0,72.0,68.0,73.0,70.0,64.0,56.0,29.0,73.0,57.0,68.0,60.0,31.0,27.0,24.0,13.0,8.0,10.0,10.0,14.0,High, High
1386,211321,M. Konaté,25,https://cdn.sofifa.org/players/4/19/211321.png,Senegal,https://cdn.sofifa.org/flags/136.png,80,https://cdn.sofifa.org/teams/2/light/1816.png,10000000.0,1720,Right,1.0,4.0,3.0,No,15.0,"Aug 12, 2017",6.0,78.18,76.0,76.0,76.0,73.0,74.0,74.0,74.0,73.0,70.0,70.0,70.0,71.0,60.0,60.0,60.0,71.0,52.0,45.0,45.0,45.0,52.0,49.0,42.0,42.0,42.0,49.0,60.0,76.0,76.0,62.0,65.0,73.0,46.0,37.0,36.0,73.0,84.0,88.0,79.0,76.0,70.0,73.0,85.0,71.0,74.0,57.0,37.0,24.0,76.0,56.0,78.0,68.0,12.0,17.0,15.0,6.0,9.0,9.0,10.0,10.0,High, Medium
5259,235407,S. Özcan,20,https://cdn.sofifa.org/players/4/19/235407.png,Germany,https://cdn.sofifa.org/flags/21.png,85,https://cdn.sofifa.org/teams/2/light/31.png,3900000.0,1836,Right,1.0,3.0,3.0,No,20.0,"Jul 1, 2016",5.11,74.09,64.0,64.0,64.0,68.0,68.0,68.0,68.0,68.0,70.0,70.0,70.0,68.0,70.0,70.0,70.0,68.0,67.0,70.0,70.0,70.0,67.0,67.0,68.0,68.0,68.0,67.0,54.0,57.0,53.0,74.0,50.0,73.0,55.0,53.0,71.0,75.0,67.0,65.0,74.0,59.0,74.0,64.0,57.0,61.0,66.0,48.0,73.0,60.0,61.0,73.0,60.0,69.0,65.0,76.0,69.0,13.0,7.0,9.0,9.0,11.0,Medium, Medium
8973,229677,F. Bambock,23,https://cdn.sofifa.org/players/4/19/229677.png,France,https://cdn.sofifa.org/flags/18.png,70,https://cdn.sofifa.org/teams/2/light/1867.png,700000.0,1690,Right,1.0,3.0,2.0,No,20.0,"Jan 31, 2018",5.11,78.18,58.0,58.0,58.0,58.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,60.0,62.0,62.0,62.0,60.0,64.0,66.0,66.0,66.0,64.0,64.0,67.0,67.0,67.0,64.0,48.0,38.0,48.0,64.0,39.0,59.0,41.0,42.0,56.0,60.0,59.0,65.0,61.0,57.0,63.0,71.0,65.0,76.0,80.0,52.0,80.0,61.0,59.0,56.0,49.0,60.0,61.0,74.0,65.0,7.0,12.0,6.0,8.0,8.0,Medium, High
18024,246047,A. Perea,17,https://cdn.sofifa.org/players/4/19/246047.png,Colombia,https://cdn.sofifa.org/flags/56.png,72,https://cdn.sofifa.org/teams/2/light/101100.png,60000.0,1410,Right,1.0,3.0,2.0,No,33.0,"Sep 14, 2018",6.0,73.18,45.0,45.0,45.0,48.0,47.0,47.0,47.0,48.0,49.0,49.0,49.0,51.0,50.0,50.0,50.0,51.0,53.0,52.0,52.0,52.0,53.0,53.0,50.0,50.0,50.0,53.0,39.0,27.0,42.0,58.0,31.0,44.0,38.0,34.0,50.0,47.0,67.0,69.0,58.0,50.0,63.0,48.0,56.0,69.0,59.0,30.0,55.0,44.0,34.0,51.0,44.0,42.0,49.0,39.0,54.0,10.0,12.0,14.0,11.0,14.0,Low, Low
15006,231310,S. Nigro,21,https://cdn.sofifa.org/players/4/19/231310.png,Australia,https://cdn.sofifa.org/flags/195.png,69,https://cdn.sofifa.org/teams/2/light/111395.png,280000.0,1588,Right,1.0,3.0,3.0,No,15.0,"Jul 19, 2018",5.11,70.0,53.0,53.0,53.0,60.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,62.0,60.0,60.0,60.0,62.0,62.0,61.0,61.0,61.0,62.0,61.0,58.0,58.0,58.0,61.0,54.0,33.0,42.0,62.0,28.0,64.0,45.0,37.0,57.0,63.0,73.0,69.0,73.0,54.0,72.0,48.0,63.0,69.0,61.0,33.0,57.0,63.0,58.0,59.0,41.0,61.0,50.0,60.0,54.0,12.0,6.0,5.0,15.0,8.0,Medium, Medium
11855,207824,T. Vion,24,https://cdn.sofifa.org/players/4/19/207824.png,France,https://cdn.sofifa.org/flags/18.png,66,https://cdn.sofifa.org/teams/2/light/1813.png,550000.0,1786,Right,1.0,3.0,2.0,No,14.0,"Aug 30, 2017",6.1,81.36,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,65.0,63.0,63.0,63.0,65.0,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0,63.0,66.0,58.0,66.0,64.0,53.0,61.0,47.0,55.0,57.0,65.0,64.0,68.0,52.0,60.0,64.0,69.0,71.0,73.0,70.0,65.0,71.0,55.0,62.0,59.0,65.0,64.0,63.0,59.0,51.0,14.0,8.0,8.0,13.0,10.0,Medium, High
16855,245651,Y. Avcılar,19,https://cdn.sofifa.org/players/4/19/245651.png,Turkey,https://cdn.sofifa.org/flags/48.png,70,https://cdn.sofifa.org/teams/2/light/101014.png,180000.0,1298,Right,1.0,2.0,2.0,No,97.0,"Jan 4, 2018",5.10,60.91,38.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0,36.0,36.0,36.0,38.0,40.0,40.0,40.0,38.0,51.0,50.0,50.0,50.0,51.0,55.0,57.0,57.0,57.0,55.0,28.0,22.0,54.0,38.0,26.0,27.0,33.0,34.0,34.0,36.0,63.0,55.0,46.0,49.0,76.0,44.0,70.0,55.0,36.0,20.0,53.0,54.0,27.0,31.0,43.0,40.0,57.0,70.0,65.0,13.0,13.0,6.0,12.0,8.0,Low, Medium
17226,242115,M. Kamissoko,25,https://cdn.sofifa.org/players/4/19/242115.png,France,https://cdn.sofifa.org/flags/18.png,60,https://cdn.sofifa.org/teams/2/light/217.png,100000.0,1209,Right,1.0,3.0,2.0,No,3.0,"Jul 1, 2018",6.2,82.27,38.0,38.0,38.0,33.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,35.0,36.0,36.0,36.0,35.0,47.0,47.0,47.0,47.0,47.0,50.0,56.0,56.0,56.0,50.0,27.0,25.0,51.0,28.0,24.0,22.0,28.0,24.0,31.0,29.0,51.0,54.0,42.0,51.0,50.0,35.0,68.0,59.0,76.0,17.0,49.0,48.0,29.0,33.0,35.0,39.0,52.0,61.0,62.0,14.0,7.0,8.0,11.0,8.0,Medium, Medium
3752,102064,C. Terzi,34,https://cdn.sofifa.org/players/4/19/102064.png,Italy,https://cdn.sofifa.org/flags/27.png,72,https://cdn.sofifa.org/teams/2/light/110741.png,950000.0,1630,Right,1.0,3.0,2.0,No,19.0,"Aug 13, 2015",5.11,69.09,50.0,50.0,50.0,47.0,48.0,48.0,48.0,47.0,48.0,48.0,48.0,49.0,54.0,54.0,54.0,49.0,63.0,66.0,66.0,66.0,63.0,65.0,72.0,72.0,72.0,65.0,43.0,29.0,70.0,50.0,42.0,44.0,40.0,28.0,52.0,58.0,32.0,61.0,47.0,69.0,77.0,59.0,86.0,77.0,77.0,48.0,75.0,72.0,26.0,39.0,61.0,71.0,71.0,72.0,71.0,13.0,11.0,10.0,12.0,8.0,Medium, High
10910,229875,Ferrán Giner,30,https://cdn.sofifa.org/players/4/19/229875.png,Spain,https://cdn.sofifa.org/flags/45.png,65,https://cdn.sofifa.org/teams/2/light/453.png,500000.0,1759,Left,1.0,3.0,3.0,No,23.0,"Aug 31, 2017",5.9,69.09,60.0,60.0,60.0,66.0,63.0,63.0,63.0,66.0,63.0,63.0,63.0,66.0,61.0,61.0,61.0,66.0,64.0,60.0,60.0,60.0,64.0,63.0,56.0,56.0,56.0,63.0,69.0,45.0,39.0,63.0,58.0,64.0,67.0,69.0,61.0,63.0,90.0,90.0,78.0,48.0,71.0,70.0,34.0,58.0,54.0,60.0,63.0,58.0,60.0,58.0,47.0,52.0,44.0,62.0,61.0,10.0,5.0,14.0,15.0,11.0,High, Medium
13067,244736,S. Beusnard,26,https://cdn.sofifa.org/players/4/19/244736.png,France,https://cdn.sofifa.org/flags/18.png,63,https://cdn.sofifa.org/teams/2/light/113948.png,350000.0,1499,Right,1.0,4.0,2.0,No,21.0,"Jul 2, 2016",5.7,63.18,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,56.0,56.0,56.0,63.0,45.0,40.0,40.0,40.0,45.0,42.0,32.0,32.0,32.0,42.0,50.0,67.0,49.0,58.0,61.0,68.0,53.0,32.0,54.0,63.0,78.0,77.0,59.0,55.0,87.0,64.0,58.0,58.0,45.0,60.0,26.0,17.0,51.0,58.0,63.0,49.0,15.0,11.0,18.0,14.0,6.0,12.0,7.0,5.0,Medium, Medium
14011,240661,E. Vignato,17,https://cdn.sofifa.org/players/4/19/240661.png,Italy,https://cdn.sofifa.org/flags/27.png,80,https://cdn.sofifa.org/teams/2/light/192.png,500000.0,1473,Right,1.0,4.0,3.0,No,55.0,"Jan 31, 2017",5.9,68.18,53.0,53.0,53.0,61.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,62.0,57.0,57.0,57.0,62.0,49.0,45.0,45.0,45.0,49.0,45.0,35.0,35.0,35.0,45.0,60.0,40.0,40.0,68.0,57.0,69.0,67.0,57.0,62.0,69.0,68.0,55.0,69.0,54.0,69.0,52.0,53.0,53.0,31.0,46.0,13.0,11.0,49.0,52.0,58.0,52.0,43.0,22.0,30.0,9.0,12.0,15.0,14.0,6.0,Medium, Low
9943,246275,Avilés,20,https://cdn.sofifa.org/players/4/19/246275.png,Spain,https://cdn.sofifa.org/flags/45.png,74,https://cdn.sofifa.org/teams/2/light/100888.png,850000.0,1426,Right,1.0,4.0,4.0,No,33.0,"Jan 1, 2018",5.11,75.0,60.0,60.0,60.0,65.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,66.0,59.0,59.0,59.0,66.0,49.0,45.0,45.0,45.0,49.0,45.0,36.0,36.0,36.0,45.0,64.0,61.0,44.0,65.0,35.0,68.0,40.0,42.0,61.0,70.0,68.0,70.0,52.0,58.0,58.0,52.0,48.0,54.0,55.0,32.0,25.0,19.0,62.0,60.0,51.0,43.0,20.0,21.0,22.0,9.0,14.0,6.0,9.0,11.0,Medium, Medium
5760,234018,Sandeiro Leal,30,https://cdn.sofifa.org/players/4/19/234018.png,Brazil,https://cdn.sofifa.org/flags/54.png,69,https://cdn.sofifa.org/teams/2/light/111048.png,1000000.0,1814,Right,1.0,3.0,3.0,No,10.0,"Jan 1, 2018",6.2,76.36,70.0,70.0,70.0,68.0,70.0,70.0,70.0,68.0,70.0,70.0,70.0,68.0,68.0,68.0,68.0,68.0,59.0,60.0,60.0,60.0,59.0,57.0,55.0,55.0,55.0,57.0,55.0,67.0,64.0,69.0,68.0,68.0,69.0,72.0,71.0,70.0,66.0,70.0,63.0,64.0,60.0,75.0,46.0,67.0,62.0,74.0,69.0,46.0,70.0,66.0,68.0,67.0,34.0,48.0,45.0,8.0,8.0,12.0,7.0,13.0,Medium, Medium
13123,224018,Rubén Mesa,26,https://cdn.sofifa.org/players/4/19/224018.png,Spain,https://cdn.sofifa.org/flags/45.png,65,https://cdn.sofifa.org/teams/2/light/483.png,375000.0,1495,Right,1.0,3.0,2.0,No,32.0,"Jan 31, 2018",6.0,75.0,62.0,62.0,62.0,58.0,61.0,61.0,61.0,58.0,58.0,58.0,58.0,56.0,52.0,52.0,52.0,56.0,42.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,40.0,40.0,35.0,65.0,62.0,57.0,55.0,59.0,42.0,43.0,35.0,57.0,62.0,52.0,53.0,55.0,59.0,63.0,71.0,63.0,60.0,64.0,68.0,19.0,66.0,49.0,73.0,49.0,22.0,20.0,19.0,9.0,14.0,8.0,9.0,7.0,Medium, Medium
4620,199131,A. Tinnerholm,27,https://cdn.sofifa.org/players/4/19/199131.png,Sweden,https://cdn.sofifa.org/flags/46.png,72,https://cdn.sofifa.org/teams/2/light/112828.png,2200000.0,1817,Right,1.0,3.0,3.0,Yes,3.0,"Feb 7, 2018",5.9,75.0,59.0,59.0,59.0,66.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,73.0,72.0,72.0,72.0,73.0,72.0,68.0,68.0,68.0,72.0,62.0,49.0,25.0,67.0,58.0,66.0,62.0,42.0,62.0,65.0,69.0,84.0,72.0,74.0,61.0,52.0,58.0,92.0,69.0,45.0,77.0,72.0,60.0,65.0,35.0,67.0,72.0,70.0,68.0,9.0,15.0,11.0,13.0,16.0,High, High
9925,234239,G. Hein,21,https://cdn.sofifa.org/players/4/19/234239.png,France,https://cdn.sofifa.org/flags/18.png,72,https://cdn.sofifa.org/teams/2/light/68.png,900000.0,1728,Left,1.0,3.0,3.0,No,8.0,"Jul 1, 2016",5.7,65.0,62.0,62.0,62.0,68.0,66.0,66.0,66.0,68.0,67.0,67.0,67.0,67.0,62.0,62.0,62.0,67.0,55.0,53.0,53.0,53.0,55.0,53.0,45.0,45.0,45.0,53.0,58.0,63.0,32.0,65.0,48.0,66.0,78.0,67.0,64.0,67.0,82.0,81.0,90.0,60.0,87.0,67.0,62.0,58.0,46.0,65.0,60.0,40.0,59.0,61.0,51.0,55.0,32.0,36.0,34.0,13.0,7.0,5.0,9.0,15.0,High, Medium
657,193601,G. Pezzella,27,https://cdn.sofifa.org/players/4/19/193601.png,Argentina,https://cdn.sofifa.org/flags/52.png,81,https://cdn.sofifa.org/teams/2/light/110374.png,12500000.0,1667,Right,1.0,3.0,2.0,No,20.0,"Jul 1, 2018",6.1,81.36,61.0,61.0,61.0,55.0,57.0,57.0,57.0,55.0,54.0,54.0,54.0,55.0,59.0,59.0,59.0,55.0,67.0,72.0,72.0,72.0,67.0,70.0,79.0,79.0,79.0,70.0,40.0,48.0,82.0,64.0,40.0,54.0,46.0,25.0,58.0,66.0,52.0,52.0,34.0,77.0,48.0,54.0,84.0,55.0,77.0,50.0,82.0,80.0,50.0,22.0,35.0,72.0,78.0,82.0,78.0,7.0,9.0,13.0,10.0,15.0,Medium, Medium
17366,241487,J. Ferreira,17,https://cdn.sofifa.org/players/4/19/241487.png,Colombia,https://cdn.sofifa.org/flags/56.png,76,https://cdn.sofifa.org/teams/2/light/695.png,150000.0,1315,Right,1.0,3.0,2.0,No,27.0,"Nov 17, 2016",5.8,64.09,55.0,55.0,55.0,55.0,56.0,56.0,56.0,55.0,54.0,54.0,54.0,52.0,45.0,45.0,45.0,52.0,38.0,35.0,35.0,35.0,38.0,37.0,32.0,32.0,32.0,37.0,26.0,58.0,44.0,49.0,40.0,55.0,31.0,27.0,25.0,54.0,71.0,69.0,76.0,52.0,80.0,51.0,62.0,45.0,39.0,50.0,26.0,17.0,53.0,46.0,57.0,45.0,26.0,19.0,11.0,13.0,12.0,12.0,13.0,6.0,Medium, Medium
12108,218633,F. Piasecki,23,https://cdn.sofifa.org/players/4/19/218633.png,Poland,https://cdn.sofifa.org/flags/37.png,68,https://cdn.sofifa.org/teams/2/light/112505.png,500000.0,1616,Right,1.0,3.0,3.0,No,9.0,"Aug 1, 2017",6.1,77.27,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,62.0,62.0,62.0,64.0,59.0,59.0,59.0,64.0,53.0,51.0,51.0,51.0,53.0,51.0,48.0,48.0,48.0,51.0,59.0,65.0,58.0,63.0,49.0,59.0,51.0,31.0,59.0,63.0,74.0,74.0,61.0,57.0,62.0,55.0,68.0,65.0,78.0,59.0,49.0,37.0,62.0,52.0,62.0,57.0,36.0,29.0,27.0,10.0,9.0,9.0,15.0,9.0,Medium, Medium
11951,204006,M. Sahanek,28,https://cdn.sofifa.org/players/4/19/204006.png,Austria,https://cdn.sofifa.org/flags/4.png,64,https://cdn.sofifa.org/teams/2/light/111821.png,450000.0,1643,Right,1.0,4.0,3.0,No,37.0,"Jul 20, 2018",6.0,77.27,61.0,61.0,61.0,65.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,65.0,60.0,60.0,60.0,65.0,56.0,55.0,55.0,55.0,56.0,54.0,49.0,49.0,49.0,54.0,63.0,57.0,43.0,64.0,43.0,61.0,48.0,41.0,64.0,66.0,75.0,83.0,67.0,67.0,69.0,62.0,69.0,53.0,57.0,47.0,62.0,46.0,57.0,59.0,54.0,52.0,58.0,22.0,28.0,6.0,11.0,14.0,14.0,13.0,High, Medium
